Postcode,Market Name,Market,PMA,SMA,Si / Do,Gu / Gun,Dong,"Province
Si / Do English","District
Gu / Gun English","Neighbourhood
Dong English","Market size Lv.1
KRW, IMM24","PPI_Household 
 IMM24","Households
CY25 Jun","Population
CY25 Jun"
47172,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 403,495,814 ", 85.5 ,508,1067
47173,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 403,495,814 ", 94.0 ,462,1070
47174,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 1,826,077,208 ", 109.9 ,1789,4764
47175,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 985,460,930 ", 112.0 ,947,2614
47176,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 363,404,884 ", 101.8 ,384,949
47177,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 293,569,070 ", 85.0 ,372,775
47178,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 668,613,255 ", 88.5 ,814,1731
47179,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 2,011,012,790 ", 83.3 ,2599,5160
47180,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 172,003,023 ", 77.9 ,238,464
47181,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 360,818,372 ", 74.6 ,520,962
47182,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 287,102,791 ", 76.4 ,404,788
47183,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 1,074,695,581 ", 112.8 ,1025,2831
47184,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 791,472,558 ", 113.4 ,751,2114
47185,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 138,378,372 ", 76.6 ,195,355
47186,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 325,900,465 ", 100.0 ,351,813
47187,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 63,369,535 ", 72.6 ,94,168
47188,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 240,545,581 ", 76.1 ,340,659
47189,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 287,102,791 ", 72.1 ,428,755
47190,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 950,543,023 ", 94.2 ,1086,2552
47191,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 1,015,205,813 ", 100.2 ,1091,2695
47192,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 1,449,739,767 ", 102.0 ,1530,3712
47193,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 1,204,021,162 ", 92.3 ,1404,3226
47194,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 266,410,698 ", 63.9 ,449,691
47195,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 161,656,977 ", 69.0 ,252,419
47196,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Buam-dong," 466,865,349 ", 103.2 ,487,1183
47197,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yeonji-dong," 443,586,744 ", 77.2 ,618,1125
47198,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 346,592,558 ", 83.2 ,448,861
47199,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomjeon-dong," 320,727,442 ", 80.1 ,432,824
47200,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomjeon-dong," 64,662,791 ", 75.7 ,92,168
47201,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomjeon-dong," 140,964,884 ", 85.6 ,177,367
47202,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomjeon-dong," 340,126,279 ", 80.3 ,456,877
47203,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomjeon-dong," 221,146,744 ", 78.4 ,304,580
47204,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomjeon-dong," 93,114,419 ", 68.4 ,147,241
47205,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomjeon-dong," 135,791,860 ", 71.9 ,204,344
47206,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 1,511,816,046 ", 97.0 ,1677,3997
47207,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 373,750,930 ", 82.2 ,490,993
47208,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 1,903,672,557 ", 102.3 ,2003,5020
47209,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 1,130,305,581 ", 60.3 ,2016,2686
47210,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 818,630,930 ", 101.3 ,870,2123
47211,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 760,434,418 ", 70.8 ,1156,2011
47212,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 721,636,744 ", 77.1 ,1008,1830
47213,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 406,082,325 ", 98.3 ,445,1017
47214,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 1,130,305,581 ", 117.9 ,1032,2834
47215,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 51,730,233 ", 61.8 ,91,134
47216,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 642,748,139 ", 70.6 ,980,1643
47217,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 737,155,814 ", 69.6 ,1140,1858
47218,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 298,742,093 ", 73.3 ,439,794
47219,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 117,686,279 ", 71.1 ,178,305
47220,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 93,114,419 ", 67.0 ,149,238
47221,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 275,463,488 ", 60.2 ,493,699
47222,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 272,876,977 ", 82.4 ,356,715
47223,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 115,099,767 ", 67.0 ,185,333
47224,IKEA Busan - Dongbusan,STO602,STO602,,No longer exists,No longer exists,No longer exists,No longer exists,No longer exists,Yangjeong-dong," 21,985,349 ", 66.7 ,35,60
47225,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 28,451,628 ", 66.6 ,46,78
47226,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 46,557,209 ", 81.7 ,61,128
47227,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 53,023,488 ", 67.7 ,84,145
47228,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 212,093,953 ", 133.8 ,171,603
47229,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Yangjeong-dong," 439,706,976 ", 70.7 ,670,1099
47230,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 225,026,512 ", 77.5 ,312,593
47231,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 576,792,093 ", 102.5 ,606,1510
47232,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 402,202,558 ", 88.9 ,487,1065
47233,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 640,161,628 ", 67.6 ,1019,1662
47234,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 465,572,093 ", 91.9 ,546,1224
47235,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 351,765,581 ", 74.6 ,508,928
47236,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 986,754,185 ", 85.5 ,1243,2568
47237,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 650,507,674 ", 62.3 ,1124,1681
47238,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 228,906,279 ", 76.5 ,322,608
47239,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 271,583,721 ", 87.4 ,334,701
47240,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 888,466,744 ", 93.7 ,1021,2288
47241,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 1,580,358,604 ", 87.5 ,1943,4022
47242,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 84,061,628 ", 53.3 ,170,214
47243,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 433,240,697 ", 59.0 ,791,1051
47244,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 121,566,046 ", 52.9 ,247,287
47245,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 91,821,163 ", 53.2 ,186,214
47246,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 227,613,023 ", 58.5 ,419,553
47247,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 342,712,791 ", 52.9 ,698,837
47248,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 328,486,977 ", 65.5 ,539,838
47249,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomjeon-dong," 1,377,317,441 ", 99.4 ,1492,3441
47250,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 183,642,325 ", 58.6 ,337,460
47251,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 140,964,884 ", 68.2 ,222,347
47252,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 147,431,163 ", 74.9 ,212,378
47253,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 391,856,511 ", 60.5 ,698,967
47254,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 69,835,814 ", 67.0 ,112,166
47255,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 369,871,163 ", 56.8 ,701,914
47256,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 153,897,442 ", 63.6 ,261,382
47257,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 336,246,511 ", 57.8 ,627,801
47258,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 893,639,767 ", 61.5 ,1564,2175
47259,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 32,331,395 ", 74.1 ,47,85
47260,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 336,246,511 ", 77.2 ,468,913
47261,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 871,654,418 ", 95.5 ,983,2391
47262,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 967,355,348 ", 75.2 ,1383,2529
47263,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 607,830,232 ", 110.1 ,594,1607
47264,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 45,263,953 ", 73.7 ,66,119
47265,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 31,038,140 ", 77.5 ,43,82
47266,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 153,897,442 ", 77.9 ,213,402
47267,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 183,642,325 ", 84.5 ,234,460
47268,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 456,519,302 ", 99.2 ,495,1233
47269,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 644,041,395 ", 102.0 ,679,1860
47270,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 691,891,860 ", 91.0 ,818,1859
47271,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 627,229,069 ", 101.7 ,664,1600
47272,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 574,205,581 ", 101.9 ,606,1470
47273,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 322,020,697 ", 95.4 ,363,864
47274,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 773,366,976 ", 99.6 ,836,2065
47275,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Danggam-dong," 689,305,348 ", 92.2 ,805,1924
47276,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 262,530,930 ", 78.2 ,361,657
47277,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 351,765,581 ", 91.3 ,415,876
47278,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 1,114,786,511 ", 85.6 ,1401,2844
47279,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 148,724,419 ", 80.3 ,199,389
47280,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 783,713,023 ", 78.9 ,1069,1898
47281,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 161,656,977 ", 70.4 ,247,419
47282,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 733,276,046 ", 93.9 ,840,1884
47283,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 107,340,232 ", 65.5 ,176,263
47284,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 688,012,093 ", 57.7 ,1284,1673
47285,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 85,354,884 ", 56.4 ,163,205
47286,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 51,730,233 ", 59.3 ,94,118
47287,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 68,542,558 ", 57.5 ,128,163
47288,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 64,662,791 ", 59.5 ,117,155
47289,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 68,542,558 ", 59.7 ,124,158
47290,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 117,686,279 ", 67.1 ,189,281
47291,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 10,346,047 ", 61.2 ,18,23
47292,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 21,985,349 ", 60.2 ,39,54
47293,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 168,123,256 ", 57.1 ,317,406
47294,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 235,372,558 ", 56.0 ,452,558
47295,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 14,225,814 ", 66.6 ,23,31
47296,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 31,038,140 ", 63.4 ,53,73
47297,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 333,660,000 ", 63.4 ,566,826
47298,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 1,056,589,999 ", 74.6 ,1525,2605
47299,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 372,457,674 ", 56.5 ,709,887
47300,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Bujeon-dong," 1,342,399,534 ", 101.3 ,1427,3405
47301,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 567,739,302 ", 79.2 ,771,1441
47302,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 147,431,163 ", 82.8 ,192,404
47303,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 344,006,046 ", 63.3 ,585,885
47304,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 152,604,186 ", 72.3 ,227,406
47305,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 434,533,953 ", 61.9 ,756,1130
47306,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 1,178,156,046 ", 84.4 ,1503,3015
47308,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 1,745,895,348 ", 101.9 ,1844,4464
47309,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 390,563,256 ", 80.3 ,523,997
47310,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 151,310,930 ", 78.7 ,207,394
47311,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 394,443,023 ", 83.3 ,510,1059
47312,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 275,463,488 ", 66.7 ,445,805
47313,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 84,061,628 ", 72.1 ,126,256
47314,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 117,686,279 ", 150.2 ,84,333
47315,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 147,431,163 ", 82.4 ,193,407
47316,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 135,791,860 ", 67.8 ,216,347
47317,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 104,753,721 ", 65.0 ,173,270
47318,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Jeonpo-dong," 78,888,605 ", 81.3 ,104,217
47319,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 367,284,651 ", 83.5 ,473,932
47320,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 332,366,744 ", 77.6 ,461,832
47321,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 245,718,605 ", 67.0 ,395,632
47322,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 381,510,465 ", 78.1 ,526,963
47323,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 1,275,150,232 ", 87.2 ,1574,3299
47324,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 341,419,535 ", 81.6 ,451,855
47325,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 417,721,628 ", 99.8 ,450,1113
47326,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 168,123,256 ", 70.7 ,256,458
47327,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 274,170,232 ", 75.9 ,389,701
47328,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaegeum-dong," 1,241,525,581 ", 67.9 ,1967,3124
47329,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 381,510,465 ", 69.0 ,595,1034
47330,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 340,126,279 ", 68.0 ,539,909
47331,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 362,111,628 ", 74.5 ,523,903
47332,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 377,630,697 ", 77.7 ,523,970
47333,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 439,706,976 ", 79.2 ,598,1110
47334,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 1,050,123,720 ", 83.0 ,1363,2594
47335,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 377,630,697 ", 75.2 ,540,985
47336,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 337,539,767 ", 62.8 ,579,869
47337,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 387,976,744 ", 68.1 ,613,1005
47338,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 1,006,153,023 ", 85.8 ,1262,2603
47339,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 297,448,837 ", 65.6 ,488,776
47340,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong, -   , 100.0 ,0,0
47341,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Gaya-dong," 319,434,186 ", 71.9 ,478,849
47342,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 340,126,279 ", 82.0 ,447,893
47343,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 660,853,721 ", 83.0 ,857,1735
47344,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 240,545,581 ", 84.4 ,307,642
47345,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 434,533,953 ", 73.6 ,636,1184
47346,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 96,994,186 ", 76.2 ,137,276
47347,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 76,302,093 ", 80.9 ,102,218
47348,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 294,862,325 ", 82.4 ,385,752
47349,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 294,862,325 ", 77.6 ,409,778
47350,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 338,833,023 ", 86.9 ,420,900
47351,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 640,161,628 ", 81.8 ,842,1548
47352,IKEA Busan - Dongbusan,STO602,STO602,,?????,????,???,Busan,Busanjin-gu,Beomcheon-dong," 197,868,139 ", 67.6 ,315,475
